,codici_comune,res_01000300,res_01000401,res_01000402,res_01000403,res_01000404,res_01000501,res_01000502,res_01000503,res_01000601,res_01000602,res_01000700,res_01000801,res_01000802,res_01000901,res_01000902,res_01001000,res_01001100,res_01001200,res_01001300,res_01001700,res_01001901,res_01001903,res_01002301,res_01002302,res_01002303,res_01002304,res_01002601,res_01002602,res_01002603,res_01002604,res_01002605,res_01002606,res_01002701,res_01002702,res_01003001,res_01003002,res_01003003,res_01007901,res_01007902,res_01007903,res_01007904,res_01007905,res_01008500,res_01012001,res_01012002,res_01012401,res_01012402,res_01012601,res_01012602,res_01061000,res_01061100,res_01061200,res_01061300,res_01061400,res_01061500,res_01061600,res_01061700,res_01061800,res_01062000,res_01062100,res_01062200,res_01062300,res_01062600,res_01062700,res_01062800,res_01062900,res_01063000,res_01063100,res_01063200,res_01063300,res_01063400,res_01063500,res_01063900,res_01064000,res_01064100,res_01064200,res_01064300,res_01064400,res_01064600,res_01064700,res_01064800,res_01064900,res_01065100,res_01065300,res_01065400,res_01065500,res_01065600,res_01065700,res_01066100,res_01088200,res_01089000,res_01089100,res_01089200,res_01089300,res_01089700,res_01089800,res_01090101,res_01090102,res_01090104,res_01090201,res_01090203,res_01090301,res_01090302,res_01090400,res_01090501,res_01090502,res_01090600,res_01090701,res_01090702,res_01090703,res_01090800,res_01090901,res_01090904,res_01090907,res_01092000,res_01092100
16,1239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,0,1,0,0
17,4157,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,3,85,136,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,60,1,0,0,3,6,4,2,0,0
18,1195,5,1,5,1,0,0,0,0,0,0,2,0,0,0,0,6,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,202,7,11,13,0,0,0,0,2,0,2,0,1,2,1,1,6,6,,5,4,1,0,5,2,12,0,0,0,0,0,0,0,2,16,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,0,4,0,0,0,30,0,0,9,0,1,0,17,0,2,6,1,4,6,20,0,0,7,0,0,0,23,22,6,8,0,0
19,3115,0,0,0,0,0,3,4,17,47,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,8
20,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,0,0
21,1315,11,1,21,2,1,0,1,0,0,0,10,1,0,0,0,5,7,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,39,0,4,4,0,0,3,2,0,0,1,0,1,4,15,,9,2,1,4,20,5,17,4,4,0,0,0,0,0,0,25,1,0,1,1,0,0,4,0,1,4,0,1,0,9,10,1,14,0,0,0,47,0,3,7,0,2,1,42,2,3,9,4,29,12,417,0,0,2,0,0,0,47,35,19,11,0,0
22,6063,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,1,0,0,0,0
23,1300,1,0,11,11,1,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,132,24,3,3,0,1,0,0,0,1,2,0,0,116,73,0,3,3,,0,1,0,1,5,1,4,1,1,2,0,0,0,0,1,22,1,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,7,1,0,4,0,2,0,13,0,0,7,1,0,6,12,0,0,35,1,0,0,21,6,8,12,0,0
24,4176,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,10,0,1,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,1,0,3,0,0,6,3,4,0,1,3,0,2,0,0
25,4192,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,24,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,304,0,0,0,1,0,0,0,0,0
26,96007,0,0,0,0,0,1,1,2,6,4,1,0,0,7,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,1,0,0,,0,1,5,0,0,0,1,0,0,10,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,26,2,0,1,0,0,0,1,1,4,0,11
27,6175,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
28,4091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,124,12,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,1,1,0,0
29,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
30,6097,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,100,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,10,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,0,18,2,1,0,1,1,0,1,0
31,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1048,5,226,100,50,0,0,0,0,0,0,2,1,0,0,0,5,2,4,0,6,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,2,0,5,13,3,,2,0,3,2,13,4,5,0,0,0,0,1,0,0,1,4,1,0,0,3,0,0,0,0,0,1,0,5,0,0,2,0,16,0,0,0,6,2,0,33,14,1,1,45,2,0,10,1,12,11,15,0,0,5,0,0,0,26,42,13,5,4,0
33,4051,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,8,1,0,1,1,1,2,1,0,0
34,4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,271,0,2,0,1,0,0,1,0,0
35,6062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0
36,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
37,1028,63,3,2,2,0,0,0,0,0,0,31,0,0,0,0,15,68,28,2,6,500,123,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,2,0,1,2,0,12,42,21,,1,2,1,8,26,0,2,6,0,1,0,1,0,0,0,4,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,5,29,0,2,1,19,0,44,43,4,33,1,85,3,2,21,19,38,27,48,4,0,2,0,0,0,71,78,16,22,1,0
38,5083,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0
39,6150,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
40,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,6151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,282,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,18,5,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,85,14,3,1,2,0,0,0,0
42,1289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,36,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,0,3,1,3,0,0,1,0,0,0,2,2,2,2,0,0
43,1262,3,34,5,0,0,0,0,0,0,0,0,2,0,0,0,3,7,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,3,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,15,0,2,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,6,5,4,0,0,0
44,103009,0,0,0,0,0,6,43,25,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,6,2
45,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,,0,0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,6050,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,1,1
47,2017,0,0,0,0,0,0,0,0,0,1,0,1,0,136,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,0,0,3,0,0,0,0,0,0,25,1,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,1,0,2,4
48,5084,0,0,2,0,0,0,0,0,0,0,0,35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0
49,1291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,34,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,5,0,1,0,0,0,0,2,2,0,2,0,0
50,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,27,28,4,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0
51,1186,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,2,4,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,5,0,0,2,0,0,0,4,1,0,1,0,0
52,1041,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,4,3,2,0,0,1,0,0,0,0,0,0,3,2,0,0,4,,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,3,0,0,1,0,1,3,5,0,0,2,0,0,0,3,4,1,1,0,0
